frame,t_sec,hand,handedness_score,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
0,0.8916,Left,0.977,0.4567069709300995,1.0312868356704712,1.2802634330455476e-07,0.4152117371559143,1.00361967086792,-0.030661199241876602,0.3816153407096863,0.958219587802887,-0.059337418526411057,0.3555724024772644,0.9190597534179688,-0.08626685291528702,0.33105430006980896,0.8775911927223206,-0.11566653847694397,0.43260711431503296,0.870499849319458,-0.055406924337148666,0.42913955450057983,0.8029323220252991,-0.08923377096652985,0.4210660457611084,0.7615352869033813,-0.11470228433609009,0.4093695282936096,0.7259868383407593,-0.13165058195590973,0.47181710600852966,0.8815128207206726,-0.060737766325473785,0.48964083194732666,0.8022433519363403,-0.09425847977399826,0.48936212062835693,0.7601337432861328,-0.11891481280326843,0.48350590467453003,0.7266845107078552,-0.135066419839859,0.5032387375831604,0.9122277498245239,-0.06846215575933456,0.5291147828102112,0.832659900188446,-0.09985765069723129,0.5392487049102783,0.7832309007644653,-0.12209832668304443,0.543790340423584,0.737029492855072,-0.13665470480918884,0.5264638662338257,0.9578391313552856,-0.07740390300750732,0.5605353713035583,0.9119930267333984,-0.10331205278635025,0.5785365104675293,0.8829101920127869,-0.11708538234233856,0.5891909599304199,0.850904643535614,-0.12673118710517883
1,0.9377,Left,0.981,0.4644591808319092,1.0156517028808594,4.1993200738943415e-07,0.4179076552391052,0.9721422791481018,-0.02431894652545452,0.38737258315086365,0.9110009074211121,-0.041773200035095215,0.3630288243293762,0.8628692030906677,-0.057004913687705994,0.34361767768859863,0.820565402507782,-0.07259660959243774,0.44489189982414246,0.8112298250198364,-0.027836579829454422,0.4420156478881836,0.735126256942749,-0.0508488230407238,0.43367713689804077,0.6895473599433899,-0.07066771388053894,0.4231075346469879,0.6502484083175659,-0.08487224578857422,0.48435115814208984,0.8198984265327454,-0.03288985788822174,0.4974721670150757,0.7417911887168884,-0.05336378514766693,0.4975299537181854,0.6898587346076965,-0.07202396541833878,0.4936189651489258,0.6437296271324158,-0.0849902555346489,0.51567143201828,0.8492308855056763,-0.04113302007317543,0.5401989817619324,0.7735456228256226,-0.06440035998821259,0.5505207180976868,0.7205677032470703,-0.08156505972146988,0.5562336444854736,0.6690170168876648,-0.09290760010480881,0.5393586158752441,0.8954317569732666,-0.05059503763914108,0.5719735622406006,0.8486191034317017,-0.07430554926395416,0.5894224643707275,0.8144173622131348,-0.08450144529342651,0.6017695665359497,0.7776180505752563,-0.09015345573425293
2,0.9862,Left,0.993,0.47201117873191833,0.9809205532073975,4.599445446729078e-07,0.4274998605251312,0.935473620891571,-0.02318713627755642,0.3973262310028076,0.8697261810302734,-0.0395064651966095,0.3726150393486023,0.8187165260314941,-0.05399627238512039,0.35194504261016846,0.7751361131668091,-0.0688137337565422,0.4554007351398468,0.7653511762619019,-0.026055075228214264,0.4506381154060364,0.6828577518463135,-0.049430571496486664,0.4419941008090973,0.6326183080673218,-0.0694398432970047,0.4321464002132416,0.5888701677322388,-0.08362855017185211,0.49487215280532837,0.7739599347114563,-0.03185919299721718,0.5081364512443542,0.6906607151031494,-0.05205414444208145,0.5111076831817627,0.6337643265724182,-0.07057825475931168,0.5111562013626099,0.583337664604187,-0.08359313756227493,0.5268850922584534,0.8025267720222473,-0.04089384153485298,0.5503571629524231,0.7240968346595764,-0.06323783844709396,0.5617699027061462,0.6699882745742798,-0.07940404117107391,0.5695558786392212,0.6175078749656677,-0.09024179726839066,0.551655113697052,0.8483565449714661,-0.05138517916202545,0.5838240385055542,0.7993143200874329,-0.07295912504196167,0.6013544201850891,0.7621161937713623,-0.08184043318033218,0.6148224472999573,0.7231123447418213,-0.0868421196937561
3,1.0341,Left,0.989,0.48376911878585815,0.9511188268661499,4.78032916362281e-07,0.4368067979812622,0.9014520049095154,-0.02440921775996685,0.40413913130760193,0.8351819515228271,-0.041280344128608704,0.3786613941192627,0.7832252383232117,-0.056195031851530075,0.35647767782211304,0.7360023260116577,-0.0711485967040062,0.4654923379421234,0.7284108400344849,-0.025961758568882942,0.46026018261909485,0.6421014070510864,-0.04792425036430359,0.45345690846443176,0.5894882678985596,-0.0662306472659111,0.44639045000076294,0.5428959727287292,-0.07956656068563461,0.5051519870758057,0.7364426851272583,-0.031073400750756264,0.5164040327072144,0.6445727348327637,-0.05004730075597763,0.5218476057052612,0.5841226577758789,-0.06727104634046555,0.5249415636062622,0.530428946018219,-0.07959144562482834,0.5371585488319397,0.765679121017456,-0.03961943835020065,0.560908317565918,0.684420108795166,-0.06133750081062317,0.5731545686721802,0.6296110153198242,-0.07688863575458527,0.5815584659576416,0.5765336751937866,-0.08744733780622482,0.5628827810287476,0.8118206262588501,-0.04978514835238457,0.5950793027877808,0.7624160647392273,-0.0705239549279213,0.6128387451171875,0.7260273098945618,-0.07932036370038986,0.6260538101196289,0.6872336268424988,-0.08453796058893204
4,1.0803,Left,0.986,0.49412739276885986,0.9304290413856506,4.4550313305080635e-07,0.4463927149772644,0.8778705596923828,-0.023076161742210388,0.4116598963737488,0.8098108768463135,-0.03936028480529785,0.38793355226516724,0.7562201023101807,-0.05417650565505028,0.3659585118293762,0.7070811986923218,-0.06905167549848557,0.47362464666366577,0.7052821516990662,-0.024997536092996597,0.4696112871170044,0.6175568699836731,-0.0465928316116333,0.4637458324432373,0.5652607679367065,-0.06456121802330017,0.45799559354782104,0.5176728367805481,-0.07793886214494705,0.5123217701911926,0.7115024924278259,-0.030991535633802414,0.524836540222168,0.6163312792778015,-0.04948187619447708,0.5328652262687683,0.5563222169876099,-0.06655868142843246,0.5390809774398804,0.5037347078323364,-0.07933057099580765,0.5440818667411804,0.7391844391822815,-0.040371838957071304,0.5685380101203918,0.6571352481842041,-0.06212237477302551,0.5831478834152222,0.6026225686073303,-0.07789483666419983,0.5933645367622375,0.550046443939209,-0.08914326131343842,0.5699993968009949,0.7828471660614014,-0.05138315260410309,0.602601945400238,0.7346430420875549,-0.07243404537439346,0.6219507455825806,0.6995729804039001,-0.08175049722194672,0.6368799209594727,0.6615198850631714,-0.08786392211914062
5,1.1238,Left,0.988,0.5042704939842224,0.9177306890487671,4.3025306695199106e-07,0.45472413301467896,0.8643686771392822,-0.024456247687339783,0.41860100626945496,0.7951940894126892,-0.04024800658226013,0.3958297371864319,0.7387061715126038,-0.054325785487890244,0.37367957830429077,0.6870175004005432,-0.06822517514228821,0.48173418641090393,0.6872071027755737,-0.02403484284877777,0.47810646891593933,0.6002038717269897,-0.04471512511372566,0.4722614288330078,0.5484260320663452,-0.06235477700829506,0.4664088487625122,0.5006870627403259,-0.0757620558142662,0.5218700766563416,0.6922669410705566,-0.02939722314476967,0.5356694459915161,0.5972802042961121,-0.04574224352836609,0.5431867241859436,0.5380767583847046,-0.061577606946229935,0.5487377643585205,0.48621559143066406,-0.07400472462177277,0.5546119809150696,0.718801736831665,-0.03854874148964882,0.5791008472442627,0.6388543248176575,-0.05837934836745262,0.5932292342185974,0.5853242874145508,-0.07316165417432785,0.6033567190170288,0.5340147018432617,-0.08421742171049118,0.5807930827140808,0.7610504031181335,-0.04978122562170029,0.6129239201545715,0.7133098244667053,-0.06938885897397995,0.6320205926895142,0.6787835359573364,-0.07824168354272842,0.6473695039749146,0.6420063972473145,-0.08435442298650742
6,1.1736,Left,0.986,0.5278626680374146,0.8914587497711182,4.686743864112941e-07,0.4763224422931671,0.8378488421440125,-0.02468297816812992,0.43990156054496765,0.764240026473999,-0.037491947412490845,0.4139404296875,0.7048446536064148,-0.04875534772872925,0.38828203082084656,0.6579846739768982,-0.05928407981991768,0.5037495493888855,0.6569945216178894,-0.01228244137018919,0.4990479648113251,0.5739060640335083,-0.025528904050588608,0.49630415439605713,0.5252658128738403,-0.038300443440675735,0.495357483625412,0.4816502332687378,-0.048864953219890594,0.5436127185821533,0.6612997055053711,-0.01516352966427803,0.5574198365211487,0.5707119107246399,-0.024536006152629852,0.5665876269340515,0.515891432762146,-0.03540218621492386,0.5746408700942993,0.46845126152038574,-0.04462214186787605,0.5769580602645874,0.6872066259384155,-0.022701794281601906,0.6025171279907227,0.6113420128822327,-0.03746126592159271,0.618858814239502,0.5628034472465515,-0.048898082226514816,0.6322912573814392,0.5164187550544739,-0.057817280292510986,0.6043011546134949,0.728111743927002,-0.0327889658510685,0.6364486813545227,0.6806825399398804,-0.0482826754450798,0.6575338840484619,0.6481263041496277,-0.05539296194911003,0.6761980056762695,0.613551139831543,-0.060656193643808365
7,1.2183,Left,0.989,0.5294123291969299,0.8871750831604004,4.2046707449117093e-07,0.4802021384239197,0.8360595703125,-0.026891404762864113,0.44212889671325684,0.7646998167037964,-0.04080536589026451,0.4140952527523041,0.7051059007644653,-0.052818723022937775,0.38841772079467773,0.6554746627807617,-0.06388897448778152,0.5065686106681824,0.654599666595459,-0.014479048550128937,0.5016458630561829,0.5726186037063599,-0.02944093383848667,0.49666082859039307,0.5240568518638611,-0.04363614693284035,0.4945620894432068,0.4792710542678833,-0.05523299425840378,0.5466450452804565,0.6581130027770996,-0.016907894983887672,0.5578674077987671,0.5688599348068237,-0.027815936133265495,0.566076397895813,0.5111090540885925,-0.039949726313352585,0.573552131652832,0.46286576986312866,-0.0503663644194603,0.5796070098876953,0.6823688745498657,-0.02430449053645134,0.6023731231689453,0.6076921224594116,-0.040652450174093246,0.6174649596214294,0.5587459802627563,-0.05341512709856033,0.6292741894721985,0.5141575336456299,-0.06305692344903946,0.6063280701637268,0.7200689911842346,-0.03447830304503441,0.6378455758094788,0.6730297207832336,-0.051640868186950684,0.6590860486030579,0.6405507326126099,-0.0605723075568676,0.6780650615692139,0.607075035572052,-0.06703583151102066
8,1.2685,Left,0.989,0.5310865044593811,0.8836116790771484,4.253208203408576e-07,0.4823990762233734,0.833146333694458,-0.027184322476387024,0.4440153241157532,0.7636104226112366,-0.04188362881541252,0.415461003780365,0.7048280835151672,-0.05470777302980423,0.38925063610076904,0.6557441353797913,-0.0665891095995903,0.5078546404838562,0.6532161831855774,-0.015547376126050949,0.5020548701286316,0.5714547038078308,-0.030866583809256554,0.4965856075286865,0.5230693221092224,-0.04526296630501747,0.49405068159103394,0.4781012535095215,-0.05687611177563667,0.5475054383277893,0.6561144590377808,-0.017766540870070457,0.5575178861618042,0.5666613578796387,-0.02869078889489174,0.5654157996177673,0.5088304281234741,-0.040423765778541565,0.5725359916687012,0.4606279730796814,-0.05048026144504547,0.5804517269134521,0.6798709034919739,-0.024936962872743607,0.602774441242218,0.6056675314903259,-0.040776051580905914,0.6176002621650696,0.5560173392295837,-0.05292182043194771,0.6290144920349121,0.5111054182052612,-0.062173157930374146,0.6072598695755005,0.7169708013534546,-0.034969620406627655,0.6388339400291443,0.6699095964431763,-0.0514509417116642,0.6599087715148926,0.6370444297790527,-0.059925343841314316,0.6788097620010376,0.6033808588981628,-0.06607554107904434
9,1.3212,Left,0.987,0.5316126346588135,0.8825673460960388,4.251504037711129e-07,0.48282015323638916,0.8329945206642151,-0.027011072263121605,0.4438897967338562,0.7627152800559998,-0.04121943563222885,0.4153294265270233,0.7033397555351257,-0.05358880013227463,0.38802143931388855,0.6553932428359985,-0.06506453454494476,0.5080028176307678,0.6526886224746704,-0.014866052195429802,0.5014858841896057,0.5706120729446411,-0.029679929837584496,0.49618348479270935,0.5217295289039612,-0.04357282817363739,0.49411696195602417,0.4768657684326172,-0.054802630096673965,0.5477802753448486,0.6550344824790955,-0.01695709303021431,0.5570968389511108,0.5655645132064819,-0.02728436514735222,0.5648530721664429,0.5076324939727783,-0.03835229203104973,0.5720946192741394,0.45949479937553406,-0.047840628772974014,0.5811806321144104,0.6782322525978088,-0.024011749774217606,0.6030095815658569,0.6036927700042725,-0.039354559034109116,0.617863118648529,0.5540800094604492,-0.05087573453783989,0.629392683506012,0.5094630718231201,-0.05960742384195328,0.6085696220397949,0.7149694561958313,-0.03396068140864372,0.6396651864051819,0.6679607033729553,-0.050125546753406525,0.6607222557067871,0.6352474689483643,-0.05821754038333893,0.6796713471412659,0.6020711064338684,-0.06397910416126251
